"link","alpha","name","name1","name3","url","name_full","show"
"economy","C","経済","その他","純付加価値額（民営）（建設業）","C620106","純付加価値額（民営）（建設業）","T"
"economy","C","経済","その他","純付加価値額（民営）（製造業）","C620107","純付加価値額（民営）（製造業）","T"
"economy","C","経済","その他","純付加価値額（民営）（電気・ガス・熱供給・水道業）","C620108","純付加価値額（民営）（電気・ガス・熱供給・水道業）","T"
"economy","C","経済","その他","純付加価値額（民営）（情報通信業）","C620109","純付加価値額（民営）（情報通信業）","T"
"economy","C","経済","その他","純付加価値額（民営）（運輸業、郵便業）","C620110","純付加価値額（民営）（運輸業、郵便業）","T"
"economy","C","経済","その他","純付加価値額（民営）（卸売業、小売業）","C620111","純付加価値額（民営）（卸売業、小売業）","T"
"economy","C","経済","その他","純付加価値額（民営）（卸売業）","C620112","純付加価値額（民営）（卸売業）","T"
"economy","C","経済","その他","純付加価値額（民営）（小売業）","C620113","純付加価値額（民営）（小売業）","T"
"economy","C","経済","その他","純付加価値額（民営）（金融業、保険業）","C620114","純付加価値額（民営）（金融業、保険業）","T"
"economy","C","経済","その他","純付加価値額（民営）（不動産業、物品賃貸業）","C620115","純付加価値額（民営）（不動産業、物品賃貸業）","T"
"economy","C","経済","その他","純付加価値額（民営）（学術研究、専門・技術サービス業）","C620116","純付加価値額（民営）（学術研究、専門・技術サービス業）","T"
"economy","C","経済","その他","純付加価値額（民営）（宿泊業、飲食サービス業）","C620117","純付加価値額（民営）（宿泊業、飲食サービス業）","T"
"economy","C","経済","その他","純付加価値額（民営）（生活関連サービス業、娯楽業）","C620118","純付加価値額（民営）（生活関連サービス業、娯楽業）","T"
"economy","C","経済","その他","純付加価値額（民営）（教育、学習支援業）","C620119","純付加価値額（民営）（教育、学習支援業）","T"
"economy","C","経済","その他","純付加価値額（民営）（医療、福祉）","C620120","純付加価値額（民営）（医療、福祉）","T"
"economy","C","経済","その他","純付加価値額（民営）（複合サービス事業）","C620121","純付加価値額（民営）（複合サービス事業）","T"
"economy","C","経済","その他","純付加価値額（民営）（サービス業（他に分類されないもの））","C620122","純付加価値額（民営）（サービス業（他に分類されないもの））","T"
"economy","C","経済","その他","売上高（サービス産業）","C6301","売上高（サービス産業）","T"
"economy","C","経済","その他","売上高（サービス産業）（運輸業、郵便業）","C630101","売上高（サービス産業）（運輸業、郵便業）","T"
"economy","C","経済","その他","売上高（サービス産業）（不動産業、物品賃貸業）","C630102","売上高（サービス産業）（不動産業、物品賃貸業）","T"
"economy","C","経済","その他","売上高（サービス産業）（学術研究、専門・技術サービス業）","C630103","売上高（サービス産業）（学術研究、専門・技術サービス業）","T"
"economy","C","経済","その他","売上高（サービス産業）（宿泊業、飲食サービス業）","C630104","売上高（サービス産業）（宿泊業、飲食サービス業）","T"
"economy","C","経済","その他","売上高（サービス産業）（生活関連サービス業、娯楽業）","C630105","売上高（サービス産業）（生活関連サービス業、娯楽業）","T"
"economy","C","経済","その他","売上高（サービス産業）（教育、学習支援業）","C630106","売上高（サービス産業）（教育、学習支援業）","T"
"economy","C","経済","その他","売上高（サービス産業）（医療、福祉）","C630107","売上高（サービス産業）（医療、福祉）","T"
"economy","C","経済","その他","売上高（サービス業（他に分類されないもの））","C630108","売上高（サービス業（他に分類されないもの））","T"
"government","D","行政","市区町数","市町村数","D110101","市町村数","T"
"government","D","行政","市区町数","市区数","D110102","市区数","T"
"government","D","行政","市区町数","町村数","D110103","町村数","T"
"government","D","行政","公務員・議員","公務員数(一般行政・都道府県)","D1201","一般行政部門職員数（都道府県）","T"
"government","D","行政","公務員・議員","公務員数(一般行政・市区町村)","D1202","一般行政部門職員数（市区町村）","T"
"government","D","行政","公務員・議員","消防員数","D1203","消防部門職員数","T"
"government","D","行政","公務員・議員","教育員数","D1204","教育部門職員数","T"
"government","D","行政","公務員・議員","警察員数","D1205","警察部門職員数","T"
"government","D","行政","公務員・議員","公営企業等会計部門職員数","D1206","公営企業等会計部門職員数","T"
"government","D","行政","公務員・議員","都道府県議会議員数","D1210","都道府県議会議員数","T"
"government","D","行政","公務員・議員","市区議会議員数","D1211","市区議会議員数","T"
"government","D","行政","公務員・議員","選挙人名簿登録者数","D1212","選挙人名簿登録者数","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり歳出決算総額","D0330103","人口1人当たり歳出決算総額（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり民生費","D0330203","人口1人当たり民生費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり社会福祉費","D0330303","人口1人当たり社会福祉費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","65歳以上人口1人当たり老人福祉費","D0330403","65歳以上人口1人当たり老人福祉費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","17歳以下人口1人当たり児童福祉費","D0330503","17歳以下人口1人当たり児童福祉費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","被保護実人員1人当たり生活保護費","D0330603","被保護実人員1人当たり生活保護費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり衛生費","D0330703","人口1人当たり衛生費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり土木費","D0331103","人口1人当たり土木費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり警察費","D03312","人口1人当たり警察費（都道府県財政）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり消防費","D03313","人口1人当たり消防費（東京都・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり教育費","D0331403","人口1人当たり教育費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","児童1人当たり公立小学校費","D0331503","児童1人当たり公立小学校費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","生徒1人当たり公立中学校費","D0331603","生徒1人当たり公立中学校費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","生徒1人当たり公立高等学校費","D0331703","生徒1人当たり公立高等学校費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","児童・生徒1人当たり特別支援学校費","D0331804","児童・生徒1人当たり特別支援学校費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","児童1人当たり幼稚園費","D0331903","児童1人当たり幼稚園費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり社会教育費","D0332003","人口1人当たり社会教育費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県・市町村財政","人口1人当たり災害復旧費","D0332103","人口1人当たり災害復旧費（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県財政","財政力指数","D2101","財政力指数（都道府県財政）","T"
"government","D","行政","都道府県財政","実質収支比率","D2102","実質収支比率（都道府県財政）","T"
"government","D","行政","都道府県財政","経常収支比率","D2103","経常収支比率（都道府県財政）","T"
"government","D","行政","都道府県財政","基準財政収入額","D2105","基準財政収入額（都道府県財政）","T"
"government","D","行政","都道府県財政","基準財政需要額","D2106","基準財政需要額（都道府県財政）","T"
"government","D","行政","都道府県財政","一般財源","D2109","一般財源（都道府県財政）","T"
"government","D","行政","都道府県財政","投資的経費","D2110","投資的経費（都道府県財政）","T"
"government","D","行政","都道府県財政","実質公債費比率","D2111","実質公債費比率（都道府県財政）","T"
"government","D","行政","都道府県財政","将来負担比率","D2112","将来負担比率（都道府県財政）","T"
"government","D","行政","都道府県財政","歳入決算総額","D3101","歳入決算総額（都道府県財政）","T"
"government","D","行政","都道府県財政","地方税","D310101","地方税（都道府県財政）","T"
"government","D","行政","都道府県財政","地方譲与税","D310102","地方譲与税（都道府県財政）","T"
"government","D","行政","都道府県財政","地方交付税","D310103","地方交付税（都道府県財政）","T"
"government","D","行政","都道府県財政","交通安全対策特別交付金","D310104","交通安全対策特別交付金（都道府県財政）","T"
"government","D","行政","都道府県財政","分担金及び負担金","D310105","分担金及び負担金（都道府県財政）","T"
"government","D","行政","都道府県財政","使用料","D310106","使用料（都道府県財政）","T"
"government","D","行政","都道府県財政","手数料","D310107","手数料（都道府県財政）","T"
"government","D","行政","都道府県財政","国庫支出金","D310108","国庫支出金（都道府県財政）","T"
"government","D","行政","都道府県財政","財産収入","D310110","財産収入（都道府県財政）","T"
"government","D","行政","都道府県財政","寄附金","D310111","寄附金（都道府県財政）","T"
"government","D","行政","都道府県財政","繰入金","D310112","繰入金（都道府県財政）","T"
"government","D","行政","都道府県財政","繰越金","D310113","繰越金（都道府県財政）","T"
"government","D","行政","都道府県財政","諸収入","D310114","諸収入（都道府県財政）","T"
"government","D","行政","都道府県財政","地方債","D310115","地方債（都道府県財政）","T"
"government","D","行政","都道府県財政","地方特例交付金","D310116","地方特例交付金（都道府県財政）","T"
"government","D","行政","都道府県財政","自主財源額","D3102","自主財源額（都道府県財政）","T"
"government","D","行政","都道府県財政","歳出決算総額","D3103","歳出決算総額（都道府県財政）","T"
"government","D","行政","都道府県財政","議会費","D310301","議会費（都道府県財政）","T"
"government","D","行政","都道府県財政","総務費","D310302","総務費（都道府県財政）","T"
"government","D","行政","都道府県財政","民生費","D310303","民生費（都道府県財政）","T"
"government","D","行政","都道府県財政","社会福祉費","D3103031","社会福祉費（都道府県財政）","T"
"government","D","行政","都道府県財政","老人福祉費","D3103032","老人福祉費（都道府県財政）","T"
"government","D","行政","都道府県財政","児童福祉費","D3103033","児童福祉費（都道府県財政）","T"
"government","D","行政","都道府県財政","生活保護費","D3103034","生活保護費（都道府県財政）","T"
"government","D","行政","都道府県財政","災害救助費","D3103035","災害救助費（都道府県財政）","T"
"government","D","行政","都道府県財政","衛生費","D310304","衛生費（都道府県財政）","T"
"government","D","行政","都道府県財政","公衆衛生費","D3103041","公衆衛生費（都道府県財政）","T"
"government","D","行政","都道府県財政","精神衛生費","D3103043","精神衛生費（都道府県財政）","T"
"government","D","行政","都道府県財政","環境衛生費","D3103044","環境衛生費（都道府県財政）","T"
"government","D","行政","都道府県財政","清掃費","D3103045","清掃費（都道府県財政）","T"
"government","D","行政","都道府県財政","保健所費","D3103046","保健所費（都道府県財政）","T"
"government","D","行政","都道府県財政","労働費","D310305","労働費（都道府県財政）","T"
"government","D","行政","都道府県財政","労政費","D3103051","労政費（都道府県財政）","T"
"government","D","行政","都道府県財政","職業訓練費","D3103052","職業訓練費（都道府県財政）","T"
"government","D","行政","都道府県財政","失業対策費","D3103053","失業対策費（都道府県財政）","T"
"government","D","行政","都道府県財政","農林水産業費","D310306","農林水産業費（都道府県財政）","T"
"government","D","行政","都道府県財政","商工費","D310307","商工費（都道府県財政）","T"
"government","D","行政","都道府県財政","土木費","D310308","土木費（都道府県財政）","T"
"government","D","行政","都道府県財政","道路橋りょう費","D3103082","道路橋りょう費（都道府県財政）","T"
"government","D","行政","都道府県財政","都市計画費","D3103085","都市計画費（都道府県財政）","T"
"government","D","行政","都道府県財政","住宅費","D3103086","住宅費（都道府県財政）","T"
"government","D","行政","都道府県財政","警察費","D310309","警察費（都道府県財政）","T"
"government","D","行政","都道府県財政","消防費","D310310","消防費（都道府県財政）","T"
"government","D","行政","都道府県財政","教育費","D310311","教育費（都道府県財政）","T"
"government","D","行政","都道府県財政","小学校費","D3103112","小学校費（都道府県財政）","T"
"government","D","行政","都道府県財政","中学校費","D3103113","中学校費（都道府県財政）","T"
"government","D","行政","都道府県財政","高等学校費","D3103114","高等学校費（都道府県財政）","T"
"government","D","行政","都道府県財政","特別支援学校費","D3103115","特別支援学校費（都道府県財政）","T"
"government","D","行政","都道府県財政","幼稚園費","D3103116","幼稚園費（都道府県財政）","T"
"government","D","行政","都道府県財政","社会教育費","D3103117","社会教育費（都道府県財政）","T"
"government","D","行政","都道府県財政","保健体育費","D3103118","保健体育費（都道府県財政）","T"
"government","D","行政","都道府県財政","災害復旧費","D310312","災害復旧費（都道府県財政）","T"
"government","D","行政","都道府県財政","公債費（目的別歳出内訳）","D310313","公債費（都道府県財政）（目的別歳出内訳）","T"
"government","D","行政","都道府県財政","人件費","D310401","人件費（都道府県財政）","T"
"government","D","行政","都道府県財政","物件費","D310402","物件費（都道府県財政）","T"
"government","D","行政","都道府県財政","維持補修費","D310403","維持補修費（都道府県財政）","T"
"government","D","行政","都道府県財政","扶助費","D310404","扶助費（都道府県財政）","T"
"government","D","行政","都道府県財政","補助費等","D310405","補助費等（都道府県財政）","T"
"government","D","行政","都道府県財政","普通建設事業費","D310406","普通建設事業費（都道府県財政）","T"
"government","D","行政","都道府県財政","災害復旧事業費","D310407","災害復旧事業費（都道府県財政）","T"
"government","D","行政","都道府県財政","失業対策事業費","D310408","失業対策事業費（都道府県財政）","T"
"government","D","行政","都道府県財政","公債費（都道府県財政）（性質別歳出内訳）","D310409","公債費（都道府県財政）（性質別歳出内訳）","T"
"government","D","行政","都道府県財政","積立金","D310410","積立金（都道府県財政）","T"
"government","D","行政","都道府県財政","投資及び出資金","D310411","投資及び出資金（都道府県財政）","T"
"government","D","行政","都道府県財政","貸付金","D310412","貸付金（都道府県財政）","T"
"government","D","行政","都道府県財政","地方債現在高","D3105","地方債現在高（都道府県財政）","T"
"government","D","行政","都道府県財政","財政力指数","D0110101","財政力指数（都道府県財政）","F"
"government","D","行政","都道府県財政","実質収支比率","D01102","実質収支比率（都道府県財政）","F"
"government","D","行政","都道府県財政","自主財源の割合","D0120101","自主財源の割合（都道府県財政）","T"
"government","D","行政","都道府県財政","地方債現在高の割合","D0130201","地方債現在高の割合（都道府県財政）","T"
"government","D","行政","都道府県財政","経常収支比率","D01401","経常収支比率（都道府県財政）","T"
"government","D","行政","都道府県財政","投資的経費の割合","D0140201","投資的経費の割合（都道府県財政）","T"
"government","D","行政","都道府県財政","一般財源の割合","D0140301","一般財源の割合（都道府県財政）","T"
"government","D","行政","都道府県財政","地方税割合","D0210101","地方税割合（都道府県財政）","T"
"government","D","行政","都道府県財政","地方交付税割合","D0210201","地方交付税割合（都道府県財政）","T"
"government","D","行政","都道府県財政","国庫支出金割合","D0210301","国庫支出金割合（都道府県財政）","T"
"government","D","行政","都道府県財政","人口1人当たり住民税","D0220103","人口1人当たり住民税（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県財政","人口1人当たり固定資産税","D02202","人口1人当たり固定資産税（都道府県・市町村財政合計）","T"
"government","D","行政","都道府県財政","民生費割合","D0310301","民生費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","社会福祉費割合","D0310401","社会福祉費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","老人福祉費割合","D0310501","老人福祉費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","児童福祉費割合","D0310601","児童福祉費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","生活保護費割合","D0310701","生活保護費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","衛生費割合","D0310801","衛生費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","労働費割合","D0310901","労働費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","農林水産業費割合","D0311001","農林水産業費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","商工費割合","D0311101","商工費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","土木費割合","D0311201","土木費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","警察費割合","D03113","警察費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","消防費割合","D03114","消防費割合（都・市町村財政合計）","T"
"government","D","行政","都道府県財政","教育費割合","D0311501","教育費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","災害復旧費割合","D0312301","災害復旧費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","人件費割合","D0320101","人件費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","扶助費割合","D0320201","扶助費割合（都道府県財政）","T"
"government","D","行政","都道府県財政","普通建設事業費割合","D0320301","普通建設事業費割合（都道府県財政）","T"
"government","D","行政","市町村財政","基準財政収入額","D2205","基準財政収入額（市町村財政）","T"
"government","D","行政","市町村財政","基準財政需要額","D2206","基準財政需要額（市町村財政）","T"
"government","D","行政","市町村財政","一般財源","D2209","一般財源（市町村財政）","T"
"government","D","行政","市町村財政","投資的経費","D2210","投資的経費（市町村財政）","T"
"government","D","行政","市町村財政","歳入決算総額","D3201","歳入決算総額（市町村財政）","T"
"government","D","行政","市町村財政","地方税","D320101","地方税（市町村財政）","T"
"government","D","行政","市町村財政","地方譲与税","D320102","地方譲与税（市町村財政）","T"
"government","D","行政","市町村財政","利子割交付金","D320103","利子割交付金（市町村財政）","T"
"government","D","行政","市町村財政","ゴルフ場利用税交付金","D320104","ゴルフ場利用税交付金（市町村財政）","T"
"government","D","行政","市町村財政","特別地方消費税交付金","D320105","特別地方消費税交付金（市町村財政）","T"
"government","D","行政","市町村財政","自動車取得税交付金","D320106","自動車取得税交付金（市町村財政）","T"
"government","D","行政","市町村財政","軽油引取税交付金","D320107","軽油引取税交付金（市町村財政）","T"
"government","D","行政","市町村財政","地方交付税","D320108","地方交付税（市町村財政）","T"
"government","D","行政","市町村財政","交通安全対策特別交付金","D320109","交通安全対策特別交付金（市町村財政）","T"
"government","D","行政","市町村財政","分担金及び負担金","D320110","分担金及び負担金（市町村財政）","T"
"government","D","行政","市町村財政","使用料","D320111","使用料（市町村財政）","T"
"government","D","行政","市町村財政","国庫支出金","D320113","国庫支出金（市町村財政）","T"
"government","D","行政","市町村財政","県支出金","D320115","県支出金（市町村財政）","T"
"government","D","行政","市町村財政","財産収入","D320116","財産収入（市町村財政）","T"
"government","D","行政","市町村財政","寄附金","D320117","寄附金（市町村財政）","T"
"government","D","行政","市町村財政","繰入金","D320118","繰入金（市町村財政）","T"
"government","D","行政","市町村財政","繰越金","D320119","繰越金（市町村財政）","T"
"government","D","行政","市町村財政","諸収入","D320120","諸収入（市町村財政）","T"
"government","D","行政","市町村財政","地方債","D320121","地方債（市町村財政）","T"
"government","D","行政","市町村財政","地方特例交付金","D320122","地方特例交付金（市町村財政）","T"
"government","D","行政","市町村財政","自主財源額","D3202","自主財源額（市町村財政）","T"
"government","D","行政","市町村財政","歳出決算総額","D3203","歳出決算総額（市町村財政）","T"
"government","D","行政","市町村財政","歳出決算総額（市町村財政・東京都分含む）","D3203001","歳出決算総額（市町村財政・東京都分含む）","F"
"government","D","行政","市町村財政","議会費","D320301","議会費（市町村財政）","T"
"government","D","行政","市町村財政","総務費","D320302","総務費（市町村財政）","T"
"government","D","行政","市町村財政","民生費","D320303","民生費（市町村財政）","T"
"government","D","行政","市町村財政","社会福祉費","D3203031","社会福祉費（市町村財政）","T"
"government","D","行政","市町村財政","老人福祉費","D3203032","老人福祉費（市町村財政）","T"
"government","D","行政","市町村財政","児童福祉費","D3203033","児童福祉費（市町村財政）","T"
"government","D","行政","市町村財政","生活保護費","D3203034","生活保護費（市町村財政）","T"
"government","D","行政","市町村財政","災害救助費","D3203035","災害救助費（市町村財政）","T"
"government","D","行政","市町村財政","衛生費","D320304","衛生費（市町村財政）","T"
"government","D","行政","市町村財政","保健衛生費","D3203042","保健衛生費（市町村財政）","T"
"government","D","行政","市町村財政","保健所費","D3203043","保健所費（市町村財政）","T"
"government","D","行政","市町村財政","清掃費","D3203044","清掃費（市町村財政）","T"
"government","D","行政","市町村財政","労働費","D320305","労働費（市町村財政）","T"
"government","D","行政","市町村財政","失業対策費","D3203051","失業対策費（市町村財政）","T"
"government","D","行政","市町村財政","農林水産業費","D320306","農林水産業費（市町村財政）","T"
"government","D","行政","市町村財政","商工費","D320307","商工費（市町村財政）","T"
"government","D","行政","市町村財政","土木費","D320308","土木費（市町村財政）","T"
"government","D","行政","市町村財政","道路橋りょう費","D3203082","道路橋りょう費（市町村財政）","T"
"government","D","行政","市町村財政","都市計画費","D3203085","都市計画費（市町村財政）","T"
"government","D","行政","市町村財政","住宅費","D3203086","住宅費（市町村財政）","T"
"government","D","行政","市町村財政","消防費","D320309","消防費（市町村財政）","T"
"government","D","行政","市町村財政","消防費（東京都・市町村財政合計）","D3203099","消防費（東京都・市町村財政合計）","F"
"government","D","行政","市町村財政","教育費","D320310","教育費（市町村財政）","T"
"government","D","行政","市町村財政","小学校費","D3203102","小学校費（市町村財政）","T"
"government","D","行政","市町村財政","中学校費","D3203103","中学校費（市町村財政）","T"
"government","D","行政","市町村財政","高等学校費","D3203104","高等学校費（市町村財政）","T"
"government","D","行政","市町村財政","特別支援学校費","D3203105","特別支援学校費（市町村財政）","T"
"government","D","行政","市町村財政","幼稚園費","D3203106","幼稚園費（市町村財政）","T"
"government","D","行政","市町村財政","社会教育費","D3203107","社会教育費（市町村財政）","T"
"government","D","行政","市町村財政","保健体育費","D3203108","保健体育費（市町村財政）","T"
"government","D","行政","市町村財政","災害復旧費","D320311","災害復旧費（市町村財政）","T"
"government","D","行政","市町村財政","公債費","D320312","公債費（市町村財政）（目的別歳出内訳）","T"
"government","D","行政","市町村財政","人件費","D320401","人件費（市町村財政）","T"
"government","D","行政","市町村財政","物件費","D320402","物件費（市町村財政）","T"
"government","D","行政","市町村財政","維持補修費","D320403","維持補修費（市町村財政）","T"
"government","D","行政","市町村財政","扶助費","D320404","扶助費（市町村財政）","T"
"government","D","行政","市町村財政","補助費等","D320405","補助費等（市町村財政）","T"
"government","D","行政","市町村財政","普通建設事業費","D320406","普通建設事業費（市町村財政）","T"
"government","D","行政","市町村財政","災害復旧事業費","D320407","災害復旧事業費（市町村財政）","T"
"government","D","行政","市町村財政","失業対策事業費","D320408","失業対策事業費（市町村財政）","T"
"government","D","行政","市町村財政","公債費（市町村財政）（性質別歳出内訳）","D320409","公債費（市町村財政）（性質別歳出内訳）","F"
"government","D","行政","市町村財政","積立金","D320410","積立金（市町村財政）","T"
"government","D","行政","市町村財政","投資及び出資金","D320411","投資及び出資金（市町村財政）","T"
"government","D","行政","市町村財政","貸付金","D320412","貸付金（市町村財政）","T"
"government","D","行政","市町村財政","地方債現在高","D3205","地方債現在高（市町村財政）","T"
"government","D","行政","税金","普通税","D4101","普通税（地方税）","T"
"government","D","行政","税金","普通税（都道府県税）","D410101","普通税（都道府県税）","F"
"government","D","行政","税金","普通税（市町村税）","D410102","普通税（市町村税）","F"
"government","D","行政","税金","目的税","D4102","目的税（地方税）","T"
"government","D","行政","税金","目的税（都道府県税）","D410201","目的税（都道府県税）","F"
"government","D","行政","税金","目的税（市町村税）","D410202","目的税（市町村税）","F"
"government","D","行政","税金","住民税","D4201","住民税（都道府県，市町村財政合計）","T"
"government","D","行政","税金","都道府県民税","D420101","都道府県民税","T"
"government","D","行政","税金","市町村民税","D420102","市町村民税","T"
"government","D","行政","税金","固定資産税","D4202","固定資産税（都道府県，市町村財政合計）","T"
"government","D","行政","税金","固定資産税（都道府県税）","D420201","固定資産税（都道府県税）","F"
"government","D","行政","税金","固定資産税（市町村税）","D420202","固定資産税（市町村税）","F"
"government","D","行政","税金","事業税","D4203","事業税","T"
"government","D","行政","税金","国税徴収決定済額","D430101","国税徴収決定済額","T"
"government","D","行政","税金","都道府県税徴収決定済額","D430102","都道府県税徴収決定済額","T"
"government","D","行政","税金","市町村税徴収決定済額","D430103","市町村税徴収決定済額","T"
"government","D","行政","税金","収納済額","D4302","収納済額","T"
"government","D","行政","税金","国税収納済額","D430201","国税収納済額","T"
"government","D","行政","税金","都道府県税収納済額","D430202","都道府県税収納済額","T"
"government","D","行政","税金","市町村税収納済額","D430203","市町村税収納済額","T"
"government","D","行政","税金","行政総投資額","D5100","行政総投資額","T"
"government","D","行政","税金","国税徴収決定済額（人口1人当たり）","D02204","国税徴収決定済額（人口1人当たり）","T"
"government","D","行政","税金","課税対象所得（納税義務者1人当たり）","D02206","課税対象所得（納税義務者1人当たり）","T"
"government","D","行政","税金","納税義務者割合（都道府県民1人当たり）","D02207","納税義務者割合（都道府県民1人当たり）","T"
"government","D","行政","事業投資","一般事業総投資額","D5200","一般事業総投資額","T"
"government","D","行政","事業投資","一般事業投資額（道路）","D5201","一般事業投資額（道路）","F"
"government","D","行政","事業投資","一般事業投資額（農林水産）","D5202","一般事業投資額（農林水産）","F"
"government","D","行政","事業投資","一般事業投資額（住宅）","D5203","一般事業投資額（住宅）","F"
"government","D","行政","事業投資","一般事業投資額（環境衛生）","D5204","一般事業投資額（環境衛生）","F"
"government","D","行政","事業投資","一般事業投資額（厚生福祉）","D5205","一般事業投資額（厚生福祉）","F"
"government","D","行政","事業投資","一般事業投資額（治山治水）","D5206","一般事業投資額（治山治水）","F"
"government","D","行政","事業投資","一般事業投資額（都市計画）","D5207","一般事業投資額（都市計画）","F"
"government","D","行政","事業投資","一般事業投資額（文教施設）","D5208","一般事業投資額（文教施設）","F"
"government","D","行政","事業投資","一般事業投資額（災害復旧）","D5210","一般事業投資額（災害復旧）","F"
"government","D","行政","事業投資","一般事業投資額（鉄道）","D5211","一般事業投資額（鉄道）","F"
"government","D","行政","事業投資","公営企業総投資額","D5300","公営企業総投資額","T"
"government","D","行政","その他","地方消費税交付金（市町村財政）","D320123","地方消費税交付金（市町村財政）","T"
"education","E","学校・教育","幼稚園","幼稚園数（3～5歳人口10万人当たり）","E0110104","幼稚園数（3～5歳人口10万人当たり）","T"
"education","E","学校・教育","幼稚園","保育所等数（0～5歳人口10万人当たり）","E0110105","保育所等数（0～5歳人口10万人当たり）","T"
"education","E","学校・教育","幼稚園","認定こども園数（0～5歳人口10万人当たり）","E0110106","認定こども園数（0～5歳人口10万人当たり）","T"
"education","E","学校・教育","幼稚園","幼稚園数","E1101","幼稚園数","T"
"education","E","学校・教育","幼稚園","幼稚園数（公立）","E110102","幼稚園数（公立）","F"
"education","E","学校・教育","幼稚園","幼稚園学級数","E1201","幼稚園学級数","T"
"education","E","学校・教育","幼稚園","幼稚園学級数（国立）","E120101","幼稚園学級数（国立）","F"
"education","E","学校・教育","幼稚園","幼稚園学級数（公立）","E120102","幼稚園学級数（公立）","F"
"education","E","学校・教育","幼稚園","幼稚園学級数（私立）","E120103","幼稚園学級数（私立）","F"
"education","E","学校・教育","幼稚園","幼稚園教員数","E1301","幼稚園教員数","T"
"education","E","学校・教育","幼稚園","幼稚園教員数（男）","E130101","幼稚園教員数（男）","T"
"education","E","学校・教育","幼稚園","幼稚園教員数（女）","E130102","幼稚園教員数（女）","T"
"education","E","学校・教育","幼稚園","幼稚園教員数（養護教諭・養護助教諭）","E1302","幼稚園教員数（養護教諭・養護助教諭）","T"
"education","E","学校・教育","幼稚園","幼稚園教員数（養護教諭・養護助教諭）（男）","E130201","幼稚園教員数（養護教諭・養護助教諭）（男）","F"
"education","E","学校・教育","幼稚園","幼稚園教員数（養護教諭・養護助教諭）（女）","E130202","幼稚園教員数（養護教諭・養護助教諭）（女）","F"
"education","E","学校・教育","幼稚園","幼稚園教員数（教育補助員）","E1303","幼稚園教員数（教育補助員）","T"
"education","E","学校・教育","幼稚園","幼稚園教員数（教育補助員）（男）","E130301","幼稚園教員数（教育補助員）（男）","F"
"education","E","学校・教育","幼稚園","幼稚園教員数（教育補助員）（女）","E130302","幼稚園教員数（教育補助員）（女）","F"
"education","E","学校・教育","幼稚園","幼稚園定員数","E1401","幼稚園定員数","T"
"education","E","学校・教育","幼稚園","幼稚園定員数（国立）","E140101","幼稚園定員数（国立）","F"
"education","E","学校・教育","幼稚園","幼稚園定員数（公立）","E140102","幼稚園定員数（公立）","F"
"education","E","学校・教育","幼稚園","幼稚園定員数（私立）","E140103","幼稚園定員数（私立）","F"
"education","E","学校・教育","幼稚園","幼稚園在園者数","E1501","幼稚園在園者数","T"
"education","E","学校・教育","幼稚園","幼稚園在園者数（3歳児）","E150101","幼稚園在園者数（3歳児）","F"
"education","E","学校・教育","幼稚園","幼稚園在園者数（4歳児）","E150102","幼稚園在園者数（4歳児）","F"
